帕萨特 03款 1.8T 自动挡,10万公里／2006-03／上海／2年会员商家,0.40
帕萨特 03款 1.8T 自动挡,13万公里／2006-03／上海／2年会员商家,0.40
帕萨特 03款 1.8T 自动挡,12万公里／2005-03／上海／1年会员商家,0.40
帕萨特 03款 1.8T 自动挡,12万公里／2005-06／上海／1年会员商家,0.40
Polo 03款 两厢 1.4 自动,10万公里／2006-04／上海／2年会员商家,0.50
帕萨特 03款 1.8T 自动挡,14万公里／2003-09／上海／1年会员商家,0.50
五菱之光 2008款 1.0L标准型,9.2万公里／2008-03／上海／2年会员商家,0.50
君威 2004款 2.5L 标准型,17万公里／2004-02／上海／2年会员商家,0.55
帕萨特 03款 1.8T 自动挡,13.5万公里／2006-03／上海／1年会员商家,0.55
君威 2004款 2.5L 豪华型,13.7万公里／2005-04／上海／1年会员商家,0.58
马自达6 03款 2.3L 自动,10.5万公里／2003-04／上海／3年会员商家,0.60
奥迪A6 03款 2.8L,10万公里／2003-07／上海／1年会员商家,0.60
马自达6 03款 2.3L 自动,12.5万公里／2005-11／上海／1年会员商家,0.60
君威 03款 3.0 自动,10.5万公里／2004-09／上海／1年会员商家,0.60
桑塔纳经典 05款 1.8 世纪新秀,10万公里／2005-02／上海／1年会员商家,0.65
君威 2004款 2.5L 豪华型,12万公里／2005-03／上海／1年会员商家,0.65
桑塔纳志俊 05款 1.8 MT 舒适型,10万公里／2005-08／上海／1年会员商家,0.65
金杯海狮 2007款 2.4L 手动 七座,33万公里／2007-03／上海／2年会员商家,0.65
长安之星2 2012款 1.0L超值版JL465QH,8.6万公里／2012-05／上海／2年会员商家,0.65
帕萨特 2004款 1.8T 自动基本型,12.6万公里／2004-02／上海／2年会员商家,0.68
长安之星S460 2009款 1.3L标准型,9.2万公里／2010-03／上海／2年会员商家,0.68
五菱之光 2010款 1.2L新版标准型II短车身LAQ,8.7万公里／2010-09／上海／2年会员商家,0.68
凯越 2005款 旅行版 1.8 自动舒适,10万公里／2005-11／上海／1年会员商家,0.70
五菱荣光 2011款 1.5L标准型,8万公里／2011-04／上海／2年会员商家,0.70
凯越 2006款 1.6 自动舒适型,10万公里／2006-07／上海／1年会员商家,0.70
帕萨特 2004款 1.8T 自动豪华型,14.6万公里／2004-07／上海／1年会员商家,0.74
金杯海狮 2009款 2.2L 手动 七座,9.8万公里／2009-03／上海／2年会员商家,0.75
帕萨特 2005款 1.8T 自动基本型,12.5万公里／2005-04／上海／1年会员商家,0.75
帕萨特 2005款 1.8T 自动基本型,10万公里／2005-06／上海／1年会员商家,0.75
长安之星S460 2009款 1.3L标准型,8.6万公里／2010-10／上海／1年会员商家,0.75
奥迪A6 03款 2.4L,13万公里／2004-05／上海／1年会员商家,0.78
蒙迪欧 2004款 2.0L 尊贵型,12万公里／2005-01／上海／1年会员商家,0.78
桑塔纳经典 06款 1.8 手动豪华型,12.6万公里／2005-03／上海／2年会员商家,0.78
帕萨特 06款 1.8T 自动,9.6万公里／2008-06／上海／商家,0.78
捷达 2006款 GIF 前卫百万纪念版,12.3万公里／2007-01／上海／商家,0.78
瑞虎 2007款 2.0L 自动舒适型,12万公里／2007-02／上海／1年会员商家,0.80
Polo 05款 两厢 1.4 自动挡,9.81万公里／2005-04／上海／1年会员商家,0.80
五菱荣光 2009款 1.2L 手动,8万公里／2010-03／上海／2年会员商家,0.80
伊兰特 2007款 1.6L 自动舒适型,10万公里／2006-06／上海／商家,0.80
五菱荣光 2009款 1.2L 手动,9万公里／2009-06／上海／1年会员商家,0.80
帕萨特 03款 1.8T 自动挡,8.9万公里／2005-02／上海／1年会员商家,0.80
五菱之光 2010款 1.0L新版实用型短车身,8万公里／2011-03／上海／1年会员商家,0.84
奥迪A6 03款 2.4L,10万公里／2005-03／上海／2年会员商家,0.85
景程 2007款 2.0 自动舒适型,12万公里／2007-01／上海／1年会员商家,0.88
蒙迪欧 2005款 2.5L 经典型,9.5万公里／2005-03／上海／3年会员商家,0.88
长安星光4500 2007款 1.3L-SC6645标准型,8.6万公里／2011-01／上海／2年会员商家,0.88
五菱荣光 2009款 1.2L 手动,7万公里／2011-02／上海／2年会员商家,0.90
君越 2006款 2.4 豪华型,15万公里／2006-04／上海／2年会员商家,0.90
飞度 2004款 1.5L CVT,13万公里／2004-09／上海／1年会员商家,0.90
五菱荣光 2009款 1.2L 手动,9万公里／2010-04／上海／1年会员商家,0.90
景程 2007款 2.0 自动舒适型,10万公里／2007-05／上海／1年会员商家,0.93
君越 2006款 2.4 精英型,13.5万公里／2006-02／上海／1年会员商家,0.98
福美来 2006款 1.6L 自动豪华SDX,9.8万公里／2007-01／上海／商家,0.98
天籁 2004款 230JK,14万公里／2004-05／上海／1年会员商家,0.99
金杯海狮 2011款 2.0L第五代快运王舒适K型4G20B,9万公里／2010-01／上海／2年会员商家,0.99
五菱之光 2013款 1.0L 实用型,4.8万公里／2014-10／上海／2年会员商家,0.99
金杯海狮 2009款 2.2L 手动 七座,9.6万公里／2009-08／上海／2年会员商家,1.00
福田风景 2011款 2.0L快捷豪华型长轴版491EQ4A,9.1万公里／2010-08／上海／2年会员商家,1.00
金杯海狮 2009款 2.2L 手动 七座,10.5万公里／2009-03／上海／2年会员商家,1.00
金杯海狮 2008款 2.2L 手动 九座,8万公里／2009-02／上海／2年会员商家,1.00
金杯海狮 2011款 2.0L第五代快运王舒适Z型4G20B,9万公里／2010-04／上海／2年会员商家,1.00
君越 2008款 2.4 标准版,12万公里／2007-03／上海／2年会员商家,1.00
金杯海狮 2011款 2.0L第五代快运王舒适K型4G20B,6.8万公里／2010-08／上海／2年会员商家,1.00
蒙迪欧 2005款 2.5L 经典型,13万公里／2005-05／上海／2年会员商家,1.00
标致307 2007款 改款 1.6L 自动舒适版,8万公里／2007-05／上海／商家,1.00
君越 2007款 2.4 豪华导航版,10万公里／2006-02／上海／2年会员商家,1.00
五菱之光 2015款 1.2L 标准型LSI,8万公里／2014-02／上海／2年会员商家,1.00
五菱荣光 2011款 1.2L标准型,8万公里／2010-05／上海／1年会员商家,1.00
金杯海狮 2011款 2.0L第五代动力王经典型4G20D4B,8万公里／2010-08／上海／2年会员商家,1.00
金杯海狮 2011款 2.0L第五代快运王舒适Z型4G20B,7.8万公里／2010-08／上海／2年会员商家,1.00
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,8.2万公里／2010-08／上海／2年会员商家,1.05
金杯海狮 2011款 2.0L第五代快运王舒适Z型4G21B,8.1万公里／2010-08／上海／2年会员商家,1.05
天籁 2005款 230JM,13万公里／2004-08／上海／2年会员商家,1.05
金杯海狮 2011款 2.0L第五代快运王舒适Z型4G21B,9万公里／2010-08／上海／2年会员商家,1.08
金杯海狮 2011款 2.0L第五代快运王舒适K型4G20B,8.9万公里／2010-03／上海／2年会员商家,1.08
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,8.5万公里／2010-08／上海／2年会员商家,1.08
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,9.9万公里／2010-10／上海／2年会员商家,1.08
天籁 2004款 230JK,10.5万公里／2004-03／上海／1年会员商家,1.08
君越 2006款 2.4 豪华型,12.3万公里／2007-01／上海／商家,1.08
君越 2006款 2.4 豪华型,12万公里／2006-02／上海／2年会员商家,1.10
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,9万公里／2010-08／上海／2年会员商家,1.10
凯越 2007款 旅行版 1.6LX-AT,9万公里／2007-08／上海／商家,1.10
君越 2006款 2.4 豪华型,12万公里／2006-06／上海／商家,1.10
菱智 2008款 Q3 2.0L MT长轴标准版,13.5万公里／2009-05／上海／1年会员商家,1.10
瑞风 2007款 2.0T祥和 汽油 手动标准版HFC4GA3-1C,9.5万公里／2007-09／上海／商家,1.10
福克斯 2005款 三厢 1.8L 自动时尚型,12万公里／2006-11／上海／商家,1.10
金杯海狮 2011款 2.0L第五代快运王舒适K型4G21B,9万公里／2010-04／上海／商家,1.10
五菱宏光 2010款 1.4L实用型,9.3万公里／2010-08／上海／2年会员商家,1.10
天籁 2004款 230JK,10万公里／2004-06／上海／1年会员商家,1.10
瑞风 2008款 2.0L穿梭 汽油 简配单空调型,9.8万公里／2007-01／上海／2年会员商家,1.10
Polo 07款 劲取 1.4 MT,7.6万公里／2006-09／上海／2年会员商家,1.10
瑞风 2007款 2.0T祥和 汽油 手动标准版HFC4GA3-1C,15.3万公里／2007-05／上海／2年会员商家,1.10
金杯海狮 2008款 2.2L 手动 九座,13万公里／2009-03／上海／1年会员商家,1.12
五菱荣光 2011款 1.2L标准型,7万公里／2012-06／上海／1年会员商家,1.15
五菱之光 2013款 1.0L 基本型,7万公里／2013-12／上海／商家,1.15
君越 2007款 2.4 豪华导航版,10万公里／2006-06／上海／1年会员商家,1.15
瑞鹰 2009款 2.0L 两驱都市版,10万公里／2009-12／上海／商家,1.15
Polo 2007款 劲情 1.4L 自动风尚版,10万公里／2006-07／上海／商家,1.16
菱智 2008款 Q3 2.0L MT长轴舒适版,13.8万公里／2009-05／上海／2年会员商家,1.16
Polo 08款 劲情 1.6 AT,8万公里／2008-03／上海／2年会员商家,1.18
奥迪A6 03款 2.4L,12.6万公里／2003-03／上海／2年会员商家,1.18
君越 2007款 2.4 豪华导航版,11.8万公里／2006-01／上海／2年会员商家,1.18
帕萨特 2005款 1.8T 自动基本型,18.3万公里／2005-06／上海／5年会员商家,1.18
荣威550 2008款 550S 1.8T 自动品智版,12万公里／2008-03／上海／1年会员商家,1.18
天籁 2004款 230JK,10万公里／2004-07／上海／1年会员商家,1.18
五菱荣光 2012款 1.5L加长标准型,10万公里／2012-02／上海／2年会员商家,1.18
五菱荣光 2011款 1.2L豪华型,7.8万公里／2011-01／上海／1年会员商家,1.18
Polo 2007款 劲情 1.6L 自动风尚版,12万公里／2006-06／上海／2年会员商家,1.18
五菱荣光 2011款 1.2L舒适型,9万公里／2011-02／上海／2年会员商家,1.18
天籁 2004款 230JK,12.8万公里／2004-02／上海／2年会员商家,1.20
Polo 2006款 劲情 1.4L 自动风尚版,12万公里／2006-02／上海／2年会员商家,1.20
天籁 2004款 230JK(天窗版),10.5万公里／2004-02／上海／3年会员商家,1.20
天籁 2004款 230JK(天窗版),11万公里／2004-04／上海／3年会员商家,1.20
金杯海狮 2011款 2.0L第五代快运经典型V19,5.9万公里／2011-06／上海／2年会员商家,1.20
景程 2010款 1.8 舒适版 AT,9万公里／2009-03／上海／2年会员商家,1.20
君越 2008款 2.4 豪华导航版,12万公里／2007-03／上海／2年会员商家,1.20
金杯海狮 2009款 2.2L 手动 七座,8万公里／2010-04／上海／2年会员商家,1.20
金杯海狮 2011款 2.0L第五代快运王舒适K型4G19,11万公里／2011-04／上海／2年会员商家,1.20
瑞风 2008款 2.0L穿梭 汽油 简配单空调型,8万公里／2008-01／上海／2年会员商家,1.20
五菱荣光 2009款 1.2L 手动,8万公里／2012-02／上海／2年会员商家,1.20
桑塔纳志俊 2006款 2.0L 手动豪华型,12万公里／2007-07／上海／1年会员商家,1.20
金杯海狮 2011款 2.0L第五代快运王标准型4G19,8万公里／2011-04／上海／商家,1.20
骐达TIIDA 2005款 1.6G AT,10万公里／2005-05／上海／1年会员商家,1.20
君越 2007款 2.4 豪华导航版,12万公里／2006-02／上海／3年会员商家,1.20
五菱荣光小卡 2012款 1.5L双排基本型L3C,8万公里／2011-01／上海／2年会员商家,1.22
五菱宏光 2010款 1.2L实用型国IV,8.8万公里／2011-08／上海／2年会员商家,1.25
菱智 2010款 Q7 2.0L 7座创业版,6.8万公里／2010-07／上海／2年会员商家,1.25
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,8.8万公里／2011-08／上海／2年会员商家,1.25
五菱之光 2014款 1.2L 加长版LD6,8万公里／2014-03／上海／2年会员商家,1.25
菱智 2010款 Q7 2.0L 7座标准天窗版,8万公里／2010-03／上海／2年会员商家,1.26
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,8.5万公里／2011-09／上海／2年会员商家,1.28
Polo 2006款 劲情 1.4L 自动风尚版,11.2万公里／2006-04／上海／2年会员商家,1.28
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,9.5万公里／2011-06／上海／2年会员商家,1.28
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,8万公里／2011-09／上海／2年会员商家,1.28
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,8.8万公里／2011-08／上海／2年会员商家,1.28
金杯海狮 2011款 2.0L第五代快运王舒适K型4G21B,8万公里／2011-04／上海／2年会员商家,1.28
Passat领驭 2005款 1.8T 手动舒适型,13万公里／2005-07／上海／1年会员商家,1.28
金杯海狮 2011款 2.0L第五代快运王舒适K型4G21B,8万公里／2010-10／上海／商家,1.28
凯越 2008款 1.6LE-AT,7.6万公里／2008-04／上海／1年会员商家,1.28
菱智 2008款 Q3 2.0L MT长轴舒适版,9.6万公里／2009-03／上海／2年会员商家,1.28
天籁 2004款 230JK(天窗版),12.7万公里／2005-03／上海／1年会员商家,1.28
Passat领驭 2007款 2.0L 手动标准型,13万公里／2007-08／上海／商家,1.29
飞度 2007款 1.5L CVT舒适版,10.2万公里／2006-02／上海／2年会员商家,1.30
景程 2008款 2.0 SX自动豪华型,8万公里／2008-06／上海／商家,1.30
Polo 2006款 劲情 1.4L 自动风尚版,8万公里／2006-12／上海／商家,1.30
Passat领驭 2007款 1.8T 自动VIP型,10.5万公里／2006-03／上海／1年会员商家,1.30
金杯海狮 2011款 2.0L第五代快运王豪华型4G19,8万公里／2011-06／上海／3年会员商家,1.30
福克斯 2007款 三厢 1.8L 自动时尚型,12万公里／2007-07／上海／商家,1.30
别克GL8 2004款 3.0L LT 豪华版,20万公里／2004-10／上海／1年会员商家,1.30
金杯海狮 2011款 2.0L第五代快运经典型V19,6.8万公里／2010-06／上海／1年会员商家,1.32
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,9.2万公里／2011-11／上海／2年会员商家,1.33
五菱荣光 2011款 1.2L豪华型,8.6万公里／2011-08／上海／1年会员商家,1.34
五菱宏光 2010款 1.4L实用型,7.8万公里／2011-12／上海／2年会员商家,1.35
途安 2006款 1.8T 豪华自动5座,12万公里／2005-06／上海／4年会员商家,1.35
瑞风 2008款 2.4LⅠ代 汽油 手动豪华型HFC4GA1,10万公里／2008-05／上海／2年会员商家,1.35
凯越 2008款 1.6LE-AT,9万公里／2008-02／上海／3年会员商家,1.35
东风小康V29 2012款 1.4L豪华型DK13-06,7万公里／2013-02／上海／2年会员商家,1.35
马自达6 2004款 2.3L 自动豪华型,13.5万公里／2004-03／上海／1年会员商家,1.35
五菱宏光 2010款 1.4L基本型,6.5万公里／2012-07／上海／2年会员商家,1.36
金杯海狮 2011款 2.0L第五代快运王标准型4G19,8万公里／2011-11／上海／1年会员商家,1.36
金杯海狮 2011款 2.0L第五代快运经典型V19,8.5万公里／2012-04／上海／2年会员商家,1.37
五菱宏光 2010款 1.2L实用型国IV,7.6万公里／2012-02／上海／2年会员商家,1.38
福克斯 2006款 两厢 1.8L 自动时尚型,9.5万公里／2006-04／上海／3年会员商家,1.38
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,7.8万公里／2011-08／上海／2年会员商家,1.38
蒙迪欧-致胜 2007款 2.3L 时尚型,14万公里／2006-06／上海／1年会员商家,1.38
马自达6 2004款 2.0L 自动豪华型,12万公里／2005-01／上海／1年会员商家,1.38
瑞风 2008款 2.4L彩色之旅 汽油 手动基本型HFC4GA1-C,9.9万公里／2008-09／上海／2年会员商家,1.38
雅阁 2005款 2.4L 标准版,15万公里／2004-07／上海／2年会员商家,1.38
伊兰特 2007款 1.6L 自动豪华型,17万公里／2006-06／上海／1年会员商家,1.38
马自达6 2004款 2.3L 自动技术型,14万公里／2004-02／上海／1年会员商家,1.38
金杯海狮 2011款 2.0L第五代快运经典型V19,8.2万公里／2012-05／上海／2年会员商家,1.38
别克GL8 2004款 3.0L GT 旗舰剧院版,19万公里／2005-08／上海／1年会员商家,1.38
瑞风 2007款 2.4L祥和 汽油 自动豪华HFC4GA1,13.6万公里／2008-06／上海／2年会员商家,1.39
福田风景 2011款 2.0L快运经典型长轴版491EQ4A,8万公里／2012-02／上海／2年会员商家,1.40
瑞风 2008款 2.0L穿梭 汽油 简配前后空调型,10.5万公里／2008-01／上海／2年会员商家,1.40
马自达6 2004款 2.3L 自动豪华型,11万公里／2004-07／上海／商家,1.40
金杯海狮 2011款 2.0L第五代快运王舒适K型4G21B,8万公里／2011-12／上海／商家,1.40
五菱荣光 2011款 1.2L基本型,9万公里／2012-09／上海／商家,1.40
菱智 2013款 V3 1.5L 7座舒适型,8.2万公里／2012-05／上海／2年会员商家,1.40
五菱之光 2015款 1.2L S 实用型LSI,5万公里／2015-05／上海／2年会员商家,1.40
福克斯 2009款 三厢 1.8L 手动舒适型,10万公里／2008-08／上海／商家,1.40
五菱荣光 2009款 1.2L 手动,9万公里／2013-01／上海／2年会员商家,1.40
嘉誉 2009款 2.0L 手动舒适型,8.6万公里／2009-09／上海／2年会员商家,1.42
途安 07款 1.8T 自动,10万公里／2006-04／上海／1年会员商家,1.43
菱智 2008款 Q3 2.0L MT短轴舒适版,7.9万公里／2009-08／上海／2年会员商家,1.44
途安 2005款 1.8T 自舒5座,11.2万公里／2005-02／上海／2年会员商家,1.45
荣威750 2008款 2.5L 典雅版AT,11万公里／2007-03／上海／2年会员商家,1.45
菱智 2013款 V3 1.5L 5座标准型I,7.2万公里／2013-05／上海／2年会员商家,1.45
雅阁 2004款 2.4L,12.5万公里／2004-06／上海／1年会员商家,1.45
金杯海狮 2011款 2.0L第五代快运王舒适Z型4G20B,8万公里／2011-03／上海／2年会员商家,1.45
金杯海狮 2008款 2.2L 手动 九座,13.7万公里／2009-06／上海／2年会员商家,1.47
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,7.6万公里／2012-04／上海／2年会员商家,1.48
马自达6 2006款 2.0L 自动超豪华型,12.8万公里／2005-02／上海／2年会员商家,1.48
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,8.5万公里／2012-09／上海／2年会员商家,1.48
金杯海狮 2011款 2.0L第五代快运王舒适K型4G21B,8万公里／2012-05／上海／2年会员商家,1.48
阁瑞斯 2008款 2.0L智领 豪华型(长轴)9座4G20D4L,9.8万公里／2009-01／上海／2年会员商家,1.48
菱智 2007款 2.0L 手动精英版,8万公里／2010-03／上海／2年会员商家,1.48
五菱荣光 2011款 1.2L舒适型,8万公里／2013-02／上海／2年会员商家,1.48
乐风 2007款 1.4 SL AT,11.6万公里／2007-11／上海／2年会员商家,1.48
明锐 2007款 1.8T 自动逸尊版,9.4万公里／2006-07／上海／1年会员商家,1.48
凯越 2008款 1.6LE-MT,10万公里／2008-12／上海／商家,1.48
金杯海狮 2011款 2.0L第五代快运经典型V19,7.6万公里／2012-03／上海／1年会员商家,1.48
五菱荣光 2011款 1.2L基本型,8.3万公里／2013-10／上海／2年会员商家,1.48
金杯海狮 2011款 2.0L第五代快运王豪华型4G19,8.8万公里／2011-08／上海／2年会员商家,1.48
凯越 2011款 1.6LX-MT,7.2万公里／2011-03／上海／4年会员商家,1.50
马自达6 2008款 2.0L 自动豪华型,12万公里／2008-01／上海／3年会员商家,1.50
瑞风 2008款 2.0L穿梭 汽油 简配前后空调型,9万公里／2009-09／上海／2年会员商家,1.50
雅阁 2005款 2.4L 标准版,10万公里／2004-03／上海／4年会员商家,1.50
Passat领驭 2007款 1.8T 自动VIP型,13万公里／2006-03／上海／2年会员商家,1.50
福克斯 2007款 三厢 1.8L 自动时尚精英型,11万公里／2007-08／上海／2年会员商家,1.50
福克斯 2007款 两厢 1.8L 自动时尚型,9万公里／2007-03／上海／2年会员商家,1.50
君越 2008款 2.4 豪华导航版,9万公里／2008-07／上海／商家,1.50
明锐 2009款 1.8TSI 自动逸尊版,14万公里／2008-11／上海／1年会员商家,1.50
桑塔纳志俊 2008款 1.8L 手动实尚型,13万公里／2008-06／上海／1年会员商家,1.50
马自达6 2008款 2.0L 自动豪华型,10.8万公里／2008-02／上海／1年会员商家,1.50
金杯海狮 2011款 2.4L第六代翔龙标准型4RB2,7.8万公里／2010-07／上海／2年会员商家,1.50
北汽新能源EV 2014款 E150EV 科技版,4万公里／2014-12／上海／1年会员商家,1.50
五菱荣光 2012款 1.5L加长标准型,8.2万公里／2012-05／上海／2年会员商家,1.50
景程 2009款 2.0 自动智能版,10万公里／2009-08／上海／商家,1.50
Polo 08款 劲情 1.4 MT,9万公里／2008-05／上海／商家,1.50
桑塔纳经典 07款 1.8 手动全选型,13万公里／2007-12／上海／2年会员商家,1.50
Passat领驭 2007款 1.8T 手动标准型,13万公里／2007-01／上海／2年会员商家,1.52
五菱荣光 2012款 1.5L舒适型,7万公里／2012-02／上海／2年会员商家,1.52
酷派 05款 2.0 自动,13万公里／2004-06／上海／4年会员商家,1.55
Passat领驭 2007款 1.8T 自动VIP型,8.6万公里／2006-05／上海／1年会员商家,1.55
俊风 2014款 1.3L标准型,7.2万公里／2014-10／上海／1年会员商家,1.55
五菱荣光 2014款 1.2L S 标准型,8万公里／2013-07／上海／商家,1.56
五菱荣光 2014款 1.2L S 基本型,8.5万公里／2014-08／上海／2年会员商家,1.58
科鲁兹 2009款 1.6L SL MT,11万公里／2009-04／上海／1年会员商家,1.58
荣威750 2009款 1.8T 750S 迅雅版AT,10.19万公里／2008-02／上海／2年会员商家,1.58
金杯海狮 2008款 2.2L 手动 九座,10万公里／2009-02／上海／2年会员商家,1.58
五菱宏光 2014款 1.2L 标准型国IV,7万公里／2013-07／上海／2年会员商家,1.58
奥迪A6 01款 1.8T,18万公里／2001-08／上海／4年会员商家,1.58
凯越 2008款 1.6LE-AT,10万公里／2008-08／上海／商家,1.58
荣威350 2010款 350C 1.5L 手动迅智版,8.6万公里／2010-03／上海／1年会员商家,1.58
马自达6 2006款 2.0L 自动超豪华型,13.4万公里／2006-03／上海／1年会员商家,1.58
雅阁 2004款 2.4L,8.6万公里／2004-05／上海／1年会员商家,1.58
东风小康C37 2012款 1.4L创业II型DK13-06,7.3万公里／2012-05／上海／2年会员商家,1.58
五菱荣光 2012款 1.2L加长标准型LJY,7万公里／2011-08／上海／2年会员商家,1.58
天籁 2005款 230JM-S,10万公里／2005-09／上海／3年会员商家,1.58
北汽威旺306 2013款 1.2L超值版 舒适型7座A12国IV,7.2万公里／2013-10／上海／2年会员商家,1.58
君越 2006款 2.4 豪华型,15万公里／2006-08／上海／2年会员商家,1.58
五菱荣光 2011款 1.2L基本型,7万公里／2014-02／上海／2年会员商家,1.59
马自达6 2006款 2.0L 自动超豪华型,12万公里／2006-03／上海／2年会员商家,1.60
途安 2006款 1.8T 豪华自动5座,11万公里／2006-03／上海／2年会员商家,1.60
荣威550 2009款 550S 1.8L 自动启臻版,8.6万公里／2009-04／上海／3年会员商家,1.60
蓝瑟 2007款 1.6L 自动运动豪华型,6万公里／2007-06／上海／2年会员商家,1.60
荣威350 2010款 350S 1.5L 手动迅驰版,8万公里／2010-09／上海／商家,1.60
雅阁 2004款 2.4L,13.5万公里／2004-09／上海／1年会员商家,1.60
荣威750 2008款 750D 1.8T 商雅版AT,9万公里／2008-02／上海／3年会员商家,1.60
天籁 2006款 230JK-S舒适天窗,11万公里／2005-04／上海／3年会员商家,1.60
五菱荣光 2014款 1.2L S 基本型,6万公里／2014-02／上海／2年会员商家,1.60
凯越 2008款 1.8LE-MT,10万公里／2009-08／上海／商家,1.60
宝马3系(进口) 2005款 E90 320i,9.6万公里／2005-01／上海／商家,1.62
北汽威旺306 2013款 1.2L超值版 基本型7座A12国IV,5.4万公里／2015-10／上海／1年会员商家,1.65
五菱荣光 2009款 1.2L 手动,7万公里／2014-01／上海／2年会员商家,1.65
金杯海狮 2011款 2.0L第五代快运王舒适K型4G20B,7.6万公里／2013-01／上海／2年会员商家,1.66
五菱荣光 2014款 1.5L S 标准型,7万公里／2013-05／上海／2年会员商家,1.66
瑞风 2007款 2.4L彩色之旅 CBR汽油 手动基本型HFC4GA1,10万公里／2009-11／上海／商家,1.66
宝马3系(进口) 2005款 E90 320i,9.6万公里／2005-12／上海／商家,1.68
蒙迪欧-致胜 2007款 2.3L 豪华运动型,10万公里／2007-02／上海／3年会员商家,1.68
马自达6 2006款 2.3L 自动旗舰型,12.5万公里／2006-03／上海／3年会员商家,1.68
Passat领驭 2007款 1.8T 自动VIP型,10.7万公里／2006-02／上海／3年会员商家,1.68
Passat领驭 2007款 1.8T 自动VIP型,11.8万公里／2006-02／上海／2年会员商家,1.68
金杯海狮 2011款 2.0L第五代快运王标准型4G20B,6.8万公里／2013-06／上海／2年会员商家,1.68
阁瑞斯 2008款 2.0L智领 豪华型(长轴)9座4G20D4L,8.8万公里／2009-08／上海／2年会员商家,1.68
酷派 2004款 FX 2.0,14万公里／2005-01／上海／1年会员商家,1.68
桑塔纳经典 2007款 1.8L 景畅型,9万公里／2007-09／上海／商家,1.68
五菱宏光 2010款 1.2L舒适型国IV,8万公里／2012-04／上海／2年会员商家,1.68
福田风景 2012款 2.0L快运经典型长轴版491EQ4A,7万公里／2012-07／上海／2年会员商家,1.68
五菱荣光 2014款 1.2L S 标准型,7.5万公里／2014-02／上海／2年会员商家,1.68
宝马3系(进口) 2005款 E90 320i,9.5万公里／2005-02／上海／2年会员商家,1.68
俊风 2014款 1.3L标准型,7.9万公里／2014-10／上海／2年会员商家,1.68
得利卡 2008款 2.0L时尚型,8.7万公里／2010-08／上海／1年会员商家,1.68
瑞风 2008款 2.0L穿梭 汽油 简配单空调型,9万公里／2010-01／上海／商家,1.68
北汽威旺M20 2014款 1.5L实用型BJ415A,6.3万公里／2015-05／上海／2年会员商家,1.68
蒙迪欧-致胜 2007款 2.3L 豪华型,9.6万公里／2007-06／上海／1年会员商家,1.68
瑞风 2008款 2.0L穿梭 汽油 简配前后空调型,9.1万公里／2010-05／上海／2年会员商家,1.68
赛拉图 2006款 1.6L AT GLS,12万公里／2006-04／上海／1年会员商家,1.68
雅阁 03款 2.4 自动,10万公里／2005-03／上海／2年会员商家,1.70
